1007.0,1703.0,1072.0,1026.0,1029.0,1044.0,1005.0,1072.0,1021.0,1021.0,1015.0
1051.0,1427.0,1064.0,1027.0,1021.0,1029.0,1031.0,1050.0,1064.0,1035.0,1079.0
1053.0,1079.0,1036.0,1049.0,1051.0,1052.0,1043.0,1029.0,1040.0,1040.0,1057.0
1104.0,1119.0,1072.0,1077.0,1066.0,1052.0,1083.0,1103.0,1070.0,1435.0,1069.0
1132.0,1218.0,1098.0,1078.0,1175.0,1109.0,1102.0,1134.0,1093.0,1079.0,1131.0
1133.0,1250.0,1443.0,1492.0,1407.0,1161.0,1470.0,1556.0,1138.0,1172.0,1570.0
1288.0,1269.0,1296.0,1245.0,1313.0,1269.0,1214.0,1258.0,1346.0,1510.0,1253.0
1427.0,1432.0,1464.0,1507.0,1670.0,1883.0,1667.0,1480.0,1654.0,1480.0,1618.0
1998.0,1787.0,2026.0,2046.0,1999.0,2057.0,2070.0,2002.0,2024.0,1996.0,2014.0
2450.0,2722.0,2854.0,2721.0,2749.0,2898.0,2770.0,2707.0,2732.0,2706.0,2743.0
3605.0,4059.0,4062.0,4036.0,4179.0,3999.0,4102.0,4002.0,4064.0,4227.0,4000.0
4102.0,4469.0,4249.0,4376.0,4275.0,4261.0,4237.0,4239.0,4445.0,4266.0,4420.0
4253.0,4776.0,4622.0,4840.0,4607.0,4629.0,4634.0,4590.0,4655.0,4617.0,4605.0
5350.0,5562.0,5364.0,5421.0,5407.0,5386.0,5338.0,5566.0,5374.0,5434.0,5792.0
4479.0,4410.0,4460.0,4454.0,4459.0,4395.0,4421.0,4450.0,4420.0,4425.0,4424.0
7586.0,7673.0,7648.0,7563.0,7680.0,7564.0,7772.0,7607.0,7779.0,7672.0,7608.0
14696.0,14686.0,14603.0,14632.0,14596.0,14632.0,14614.0,14759.0,14705.0,14703.0,14758.0
29002.0,28994.0,29867.0,29302.0,29047.0,29267.0,29507.0,29661.0,29820.0,29267.0,29349.0
71688.0,88691.0,67515.0,70811.0,88396.0,104608.0,91898.0,77731.0,71183.0,88695.0,81065.0
470625.0,420991.0,411995.0,398534.0,421492.0,410012.0,456845.0,463489.0,441089.0,472992.0,407215.0
