123232.0,124297.0,122143.0,121777.0,122481.0,123555.0,123484.0,123685.0,121873.0,121524.0,121775.0
165994.0,167811.0,167469.0,168162.0,164810.0,166273.0,166234.0,166646.0,165884.0,165349.0,166203.0
166490.0,164854.0,165737.0,165731.0,165737.0,165490.0,166610.0,165873.0,166064.0,167677.0,166063.0
167898.0,168033.0,165772.0,165810.0,167611.0,165039.0,166722.0,168669.0,166270.0,165781.0,168110.0
166063.0,166789.0,167219.0,168114.0,165497.0,166339.0,166166.0,165790.0,165763.0,166398.0,166039.0
167548.0,168283.0,167717.0,166708.0,167256.0,168775.0,166573.0,166467.0,167537.0,166356.0,168981.0
169050.0,168489.0,168994.0,169847.0,168461.0,169421.0,168935.0,168805.0,169171.0,169905.0,170102.0
174405.0,173962.0,174353.0,173725.0,176240.0,174930.0,173800.0,174263.0,173227.0,176226.0,174311.0
205184.0,204355.0,203454.0,203569.0,207339.0,204752.0,205137.0,205842.0,207438.0,205788.0,201238.0
345671.0,352241.0,350615.0,352654.0,340544.0,354574.0,347538.0,356174.0,350463.0,351063.0,354625.0
