684.0,408.0,414.0,384.0,387.0,386.0,384.0,433.0,391.0,382.0,386.0
547.0,350.0,363.0,363.0,405.0,349.0,374.0,402.0,359.0,355.0,359.0
397.0,362.0,357.0,357.0,348.0,352.0,351.0,350.0,351.0,347.0,367.0
398.0,352.0,350.0,365.0,358.0,352.0,381.0,373.0,521.0,351.0,355.0
371.0,355.0,362.0,510.0,394.0,374.0,527.0,364.0,383.0,353.0,355.0
446.0,520.0,363.0,369.0,363.0,377.0,397.0,393.0,363.0,359.0,356.0
370.0,382.0,383.0,396.0,378.0,378.0,394.0,378.0,389.0,368.0,370.0
444.0,380.0,407.0,382.0,382.0,390.0,377.0,385.0,385.0,439.0,383.0
434.0,409.0,423.0,403.0,424.0,425.0,401.0,404.0,413.0,419.0,401.0
438.0,451.0,462.0,458.0,450.0,432.0,490.0,431.0,432.0,440.0,439.0
527.0,518.0,537.0,546.0,522.0,531.0,529.0,508.0,516.0,522.0,506.0
674.0,647.0,663.0,652.0,677.0,651.0,672.0,650.0,655.0,649.0,663.0
1246.0,1002.0,971.0,976.0,1017.0,978.0,1005.0,1013.0,993.0,1003.0,1009.0
1697.0,1666.0,1675.0,1667.0,1668.0,1709.0,1716.0,1750.0,1668.0,1954.0,1709.0
3491.0,3208.0,3149.0,3184.0,3196.0,3180.0,3179.0,3135.0,3181.0,3168.0,3176.0
6489.0,6396.0,6379.0,6393.0,6412.0,6380.0,6344.0,6347.0,6489.0,6371.0,6319.0
12900.0,12921.0,12964.0,12931.0,12916.0,13013.0,12975.0,12886.0,12893.0,12942.0,13003.0
26454.0,26267.0,26506.0,26252.0,26249.0,26220.0,26386.0,26343.0,26186.0,26251.0,26479.0
54844.0,54459.0,54343.0,54839.0,54882.0,54755.0,56595.0,54587.0,54837.0,54558.0,54832.0
114930.0,114878.0,115087.0,114615.0,114387.0,115605.0,113904.0,115684.0,114505.0,114543.0,115048.0
242532.0,242654.0,246935.0,242881.0,243855.0,243835.0,242616.0,240984.0,243952.0,248698.0,242893.0
