433.0,427.0,408.0,425.0,407.0,618.0,413.0,406.0,405.0,406.0,403.0
382.0,352.0,373.0,381.0,355.0,359.0,358.0,352.0,349.0,364.0,346.0
421.0,365.0,351.0,373.0,360.0,352.0,410.0,355.0,355.0,354.0,350.0
633.0,360.0,387.0,379.0,450.0,367.0,388.0,361.0,376.0,369.0,389.0
370.0,420.0,365.0,368.0,377.0,363.0,364.0,372.0,387.0,382.0,380.0
380.0,392.0,376.0,374.0,388.0,385.0,418.0,370.0,378.0,387.0,378.0
393.0,387.0,405.0,420.0,427.0,387.0,391.0,404.0,409.0,395.0,390.0
425.0,425.0,412.0,431.0,413.0,442.0,443.0,453.0,427.0,419.0,469.0
475.0,472.0,475.0,468.0,511.0,470.0,488.0,465.0,481.0,475.0,473.0
656.0,581.0,591.0,598.0,600.0,625.0,585.0,578.0,579.0,617.0,586.0
834.0,869.0,880.0,862.0,870.0,860.0,853.0,902.0,851.0,855.0,880.0
1379.0,1393.0,1383.0,1386.0,1366.0,1411.0,1357.0,1370.0,1389.0,1386.0,1399.0
2490.0,2512.0,2504.0,2532.0,2510.0,2547.0,2519.0,2513.0,2505.0,2532.0,2507.0
4955.0,5002.0,5013.0,4993.0,4984.0,5004.0,4945.0,4971.0,4940.0,5200.0,5023.0
9963.0,10093.0,10008.0,10162.0,10091.0,10222.0,10156.0,10143.0,10225.0,10182.0,10034.0
20920.0,20895.0,20981.0,21186.0,20920.0,20700.0,21060.0,21150.0,21010.0,20955.0,21712.0
43322.0,43057.0,43166.0,43209.0,43161.0,42912.0,43004.0,43099.0,43414.0,42805.0,43568.0
90124.0,93212.0,90257.0,91831.0,92275.0,96382.0,93705.0,89177.0,91556.0,90085.0,90768.0
213621.0,215608.0,217818.0,216360.0,216850.0,216296.0,215647.0,221455.0,212245.0,217699.0,212944.0
493863.0,499349.0,491764.0,482251.0,501004.0,483623.0,486169.0,500782.0,485020.0,485078.0,491118.0
